total_repos,total_estrelas,top_5_repos_por_estrela/linux,top_5_repos_por_estrela/AudioNoise,top_5_repos_por_estrela/uemacs,top_5_repos_por_estrela/GuitarPedal,top_5_repos_por_estrela/test-tlb,Linguagens/OpenSCAD,Linguagens/C,Linguagens/C++
11,233271,221752,4279,1925,1806,951,1,9,1
